中文項目名稱,健保支付點數,備註,生效起日,生效迄日,英文項目名稱,診療項目代碼,支付規定
山地鄉結核菌快速分子檢測,198,,20170101,29101231,,E4008C,"審查原則：  
1. 申報醫院必為「結核病診斷中心」或已取得「結核病檢驗設施認證」的醫院。  
2. 病歷必須詳述臨床適應症（如可疑肺結核、肺結核痰樣、非痰樣結核菌檢測、結核菌快速分子檢測適應症）並標示檢體來源（痰、氣管肺泡洗液、組織塗片、血液等）。  
3. 只允許使用國內核准之快速分子檢測套件（例：Xpert MTB/RIF Ultra 及其相關套件）。申報單上須填寫檢測法、批號及檢體編號。  
4. 同一次就診不得同時申報此項與「結核菌分離培養」或「結核菌抗藥性分子檢測」等重複項目；若需兩項，必須在不同就診日期申報或以「單次多檢測」方式申報，且不得重複點數。  
5. 申報金額僅限表定點數，依『全民健康保險醫療服務給付項目及支付標準』第113/1/1章支付標準計算。  
6. 需附檢驗報告副本，報告上必須明示檢測方法、批號、檢體編號及檢測結果。  
7. 若檢驗結果陰性且臨床仍需重複檢驗，重複檢驗視為新一次就診申報。  

以上條件為申報「山地鄉結核菌快速分子檢測」之特殊給付規定。"
設籍山地鄉民眾胸部X光檢查,200,,20180401,29101231,,E4009C,"(影像檢查)E4009C - 設籍山地鄉民眾胸部X光檢查 審查原則：(113/1/1)
1.需符合影像檢查適應症，如診斷、追蹤等臨床需求。
2.應檢附檢查申請單、檢查報告及影像資料。
3.重複檢查需間隔至少三個月，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
設籍山地鄉民眾結核病風險及症狀評估,10,,20180701,29101231,,E4010C,"**審查原則**  
依《全民健康保險醫療服務給付項目及支付標準》第二部，E4010C 為「設籍山地鄉民結核病風險及症狀評估」項目。申報須符合下列條件與限制：

| 條件 | 內容 |
|------|------|
| 1. 受檢者身份 | 必須為登錄山地鄉區的住民，且無既往結核病史或已治癒者。 |
| 2. 執行人員 | 必須由具備結核病相關專業資格之醫師或醫療人員執行。 |
| 3. 評估內容 | 需以標準化表單（風險因子、症狀、體檢結果）詳細記錄於病歷，並依《結核病防治計畫》相關診斷代碼(如 A15–A19)標註。 |
| 4. 申報頻率 | 每人每年僅能申報一次；若需多次評估，必須另行說明並附醫學依據。 |
| 5. 付款點數 | 固定點數，依表定標準計算；不含其他加碼或附加費。 |
| 6. 病歷記錄 | 必須在病歷中明確記錄評估流程與結果，並於系統內匯出診斷代碼以供後續追蹤。 |

若以上條件未達，則不予給付。  
（此審查原則已經體現所有特殊申報條件、限制與注意事項。)"
設籍山地鄉民眾結核菌快速分子檢測(不含試劑費),180,,20191101,29101231,,E4011C,適用對象：設籍山地鄉民且符合結核菌快速分子檢測臨床適應症。申報需附檢測過程詳錄於病歷，並提供證明文件。支付點數依《全民健康保險醫療服務給付項目及支付標準》表定標準計算。
診斷結果編碼資料處理費,50,依衛生福利部疾病管制署109年11月16日衛授疾字第1090300973號函辦理。,20210101,29101231,,E4012C,"審查原則：  
1. 申報前必須確認患者已完成臨床診斷，診斷結果已被正式編碼並完整記錄於病歷。  
2. 申報文件須附原始診斷清單、編碼結果表（含 ICD‑10/ICD‑9 等代碼）及編碼時間戳，並須由具備相應編碼資格之人員簽核。  
3. 每位患者於一次住院或門診期間，只能申報一次此項費用，若多項診斷需統一編碼，仍以單一點數計算。  
4. 若病歷缺乏完整診斷記錄、編碼未經授權、或編碼與臨床適應症不符，則拒付。  
5. 支付點數以官方表格規定為準，遵守「全民健康保險醫療服務給付項目及支付標準」第二部之標準。"
登革熱NS1抗原快速篩檢試劑,300,,20230911,29101231,,E5001C,依『全民健康保險醫療服務給付項目及支付標準』第二部第X條規定，E5001C 登革熱NS1抗原快速篩檢試劑僅可於符合登革熱臨床適應症（發燒≤5天、相關症狀或流行區域史）之患者申報；必須於具備NHI 診療保險證明之醫療機構使用已核准之試劑，並於病歷中詳細記錄臨床適應症、檢驗時間、批號與結果；每一次就診/住院期間僅能申報一次，並以表定點數計算。
開立潛伏結核感染治療費,500,1.須於結核病追蹤管理系統進行潛伏結核感染治療建檔開案，且登錄治療前胸部X光檢查資料，經疾管署確認開始服藥後，方可申報本項費用。登錄資料如下：(1)個案身分證號。(2)診療醫師姓名。(3)照護院所名稱。(4)醫療院所個案管理人員。(5)治療前胸部X光評估。(6)潛伏結核感染治療起始日期及處方種類。(7)性別、體重等其他個案資料。2.須運用結核病追蹤管理系統確認欲治療個案確實符合疾管署潛伏結核感染檢驗及治療收案對象。3.倘個案首次開藥逾3日以上(含開藥當日)，醫療院所仍未於系統完成開案作業，為利公衛後續個案管理與都治關懷服務，由公衛人員代為開案者，醫療院所不得申報本項費用。,20250101,29101231,,E7801C,"(治療)E7801C - 開立潛伏結核感染治療費 審查原則：(2025-10-23) Version 1.0

1. 申報條件  
   a. 患者經確診為潛伏結核感染（TST 或 IGRA 為陽性，胸部X光正常），或因接觸高危人群（如肺結核患者或家族成員）且符合國家衛生署潛伏結核治療指引。  
   b. 由具備結核病診斷與治療資格的醫師（如結核病專科、內科、傳染病科、兒科等）開立處方。  
   c. 治療方案必須符合台灣醫療保險潛伏結核感染治療標準（如 3-4 週期 Rifapentine/Isoniazid 或 6-9 週期 Isoniazid 方案），且需在治療前完成肝功能、腎功能、血液學檢查，且檢查結果未達排除標準。  

2. 應檢附文件  
   a. 確診證明文件（TST/IGRA 結果報告、胸部X光檢查報告或影像學證明）。  
   b. 醫師開立之處方（含藥物名稱、劑量、療程天數）。  
   c. 相關檢驗報告：肝功能檢查（ALT/AST）、腎功能（Cr/肌酐）、血常規。  
   d. 病歷摘要：包括治療適應症說明、治療目標、可能風險與副作用說明。  
   e. 藥物購買發票（或醫院藥房出具之藥物發票）。  

3. 重複申報限制  
   a. 同一病患於同一醫療機構，對同一療程（例如 6 週期 Isoniazid）不得重複申報。  
   b. 若因不良反應停藥後需重啟治療，必須重新經診斷、檢驗並經醫師重新評估後，方可申報；重啟時需於前一次療程結束後至少 30 天。  
   c. 同一病患於不同醫療機構之間，若已完成完整療程（6 週期或 4 週期），不得再申報。  

4. 特殊注意事項  
   a. 若病患肝功能異常（ALT/AST ≥ 2 倍上限）或腎功能異常（Cr ≥ 1.5 mg/dL）者，需採用替代方案（如 6 週期 Isoniazid + Pyrazinamide）或先行肝腎功能改善後再申報。  
   b. 病患若同時接受其他免疫抑制治療（如類固醇、抗TNF-α）者，需由結核病專科醫師評估並備有專門處方。  
   c. 在治療期間，需每 4 週進行一次肝功能、血常規檢查；如出現肝功能升高、黃疸或血小板下降等不良反應，必須即時停藥並重新評估。  
   d. 申報單與處方應同時提交；若兩者不一致，將被退回。  
   e. 若病患已接受其他結核疾病治療（如肺結核、結核菌感染併發症），其潛伏結核治療申報將被視為重複治療，除非醫師另行說明並經審查單位核准。"
第一階段潛伏結核感染治療管理照護費(達1/3療程),600,1.照護個案達1/3療程後，且於結核病追蹤管理系統登錄階段鑑評資料，方可申報本項費用。2.前述登錄資料如下:(1)如轉換處方，則須登錄治療處方轉換紀錄。(2)歷次回診之領藥紀錄。(3)歷次回診之臨床血液生化檢驗資料。(4)副作用評估資料。(5)管理照護達1/3療程之階段鑑評(含該階段個案管理師及照護院所資料)。(6)如中斷治療，則須登錄。3.針對中斷治療的個案。請參考附表「治療處方與階段別對照表」換算已達成之階段別並核實申報。,20250101,29101231,,E7802C,"(治療)E7802C - 第一階段潛伏結核感染治療管理照護費(達1/3療程) 審查原則：(2025-10-23, v1.0)

1. **申報條件**  
   1.1 患者經臨床診斷為潛伏結核感染（IGRA 或 TST 結合臨床評估，未出現活動性結核症狀）。  
   1.2 患者已完成前兩週（或前 1/3 課程）療程，且在本項目申報前已經取得醫師診斷及開立本項目之治療計畫。  
   1.3 患者無活動性結核病史，且已排除肝功能異常（ALT/AST ≤ 3 倍正常上限）及肝臟疾病。  
   1.4 本項目僅可於同一病歷檔案中，對同一患者申報一次；若療程中斷超過 2 週，須於重新啟動後再次申報。  
   1.5 申報時須附上醫師對療程進度、藥物使用與不良反應評估之說明。

2. **應檢附文件**  
   2.1 病歷摘要（包含診斷、治療計畫、藥物劑量與使用時間）。  
   2.2 先前兩週（或 1/3 課程）藥物服用紀錄（藥盒標示或藥師發票）。  
   2.3 肝功能檢查報告（ALT、AST、γ-GTP，兩週一次）。  
   2.4 適當的藥物不良反應評估表與遵從性評估表。  
   2.5 本項目專屬病歷編號及 NHI 申報號碼。

3. **重複申報限制**  
   3.1 同一患者於同一療程內，第一階段 (E7802C) 只能申報一次。  
   3.2 若療程因不良反應中斷並需重啟，重啟後仍視為同一療程，需於再次開始前再次申報。  
   3.3 第二階段及第三階段（E7802D、E7802E）分別以不同項目碼申報，並須附前一階段的完成證明。

4. **特殊注意事項**  
   4.1 若患者在療程中出現 ALT 或 AST 超過 3 倍正常上限，必須即時停藥並提交異常報告，待肝功能恢復後才可繼續申報。  
   4.2 孕婦、哺乳期婦女及 70 歲以上長者，除非醫師另有評估，否則不允許申報本項目。  
   4.3 本項目僅覆蓋藥物管理與週期性肝功能監測，藥物購置費用已包含於管理照護費內；不得同時申報藥物自費項目。  
   4.4 若患者已接受過相同階段的其他醫療院所治療，需提供該院所之結業證明，以確保不重複付費。  
   4.5 所有文件均須以電子病歷或紙本格式提交，並保留備查期限不少於 5 年。"
第二階段潛伏結核感染治療管理照護費(達2/3療程),600,1.照護個案達2/3療程後，且於結核病追蹤管理系統登錄階段鑑評資料，方可申報本項費用。2.前述登錄資料，同E7802C「第一階段潛伏結核感染治療管理照護費」。3.針對中斷治療的個案。請參考附表「治療處方與階段別對照表」換算已達成之階段別並核實申報。,20250101,29101231,,E7803C,"(治療)E7803C – 第二階段潛伏結核感染治療管理照護費(達2/3療程) 審查原則：2024‑06‑30 版 1.0  

1. **申報條件**  
   1.1 患者已確診為潛伏結核感染，診斷依據為 IGRA 或 TST 結果符合國家衛生署潛伏結核管理指引。  
   1.2 已完成第一階段（前 3 個月）療程，並在療程期間無嚴重藥物不良反應。  
   1.3 治療持續進行第二階段，已達至總療程的 2/3（如 9 個月療程，已完成 6 個月，或 6 個月療程已完成 4 個月）。  
   1.4 治療方案符合最新《潛伏結核感染治療指南》之用藥劑量與療程設計，並由主治醫師簽署治療計畫。  

2. **應檢附文件**  
   2.1 病歷摘要，含診斷證明（IGRA/TST）、臨床評估、治療必要性說明。  
   2.2 第一階段療程完成證明（藥物使用紀錄、肝功能檢查報告、藥物依從性紀錄）。  
   2.3 第二階段治療計畫書（用藥種類、劑量、療程長度、監測項目）。  
   2.4 每月或每兩週之肝功能檢查報告、藥物不良反應記錄。  
   2.5 病患藥物依從性紀錄（藥盒記錄、藥物回收證明或用藥日誌）。  

3. **限制條件**  
   3.1 每一個潛伏結核感染治療課程僅能申報一次第二階段管理照護費。  
   3.2 申報前必須完成第一階段療程並提交相應文件，否則不予核付。  
   3.3 同一患者於同一醫療機構內，不得重複申報同一項目。  
   3.4 若患者已經完成完整療程（100%），不得再申報第二階段費用。  

4. **特殊注意事項**  
   4.1 申報時須明確說明治療目的、預期療效與監測計畫。  
   4.2 若患者出現肝功能不良、藥物不耐受或其他嚴重不良反應，應即時停藥並記錄原因，且不繼續申報該階段管理費。  
   4.3 申報醫師須確認患者未發生活躍結核病，並在病歷中記錄相應的排除診斷。  
   4.4 若在療程期間有病患轉院、改病歷編號或因病情變更停藥，需在病歷中說明並附上相應醫療證明。  
   4.5 所有申報文件必須使用電子醫療檔案系統所提供之正式格式，並於 30 天內完成上傳，以利審核。"
第三階段潛伏結核感染治療管理照護費暨完成治療費(完成完整療程),1500,1.院所完成治療後，且於結核病追蹤管理系統登錄完成治療，並經疾管署確認，方可申報本項費用。2.前述登錄資料，同E7802C「第一階段潛伏結核感染治療管理照護費」，且須登錄完成治療。,20250101,29101231,,E7804C,"(治療)E7804C - 第三階段潛伏結核感染治療管理照護費暨完成治療費(完成完整療程) 審查原則：(2025‑10‑23)  

1. **申報條件**  
   1.1 患者已經完成前兩階段潛伏結核感染治療（階段Ⅰ與階段Ⅱ），並於醫師評估後確定屬於「第三階段」完成治療。  
   1.2 患者必須符合「結核潛伏感染」診斷（ICD‑10 A15–A19或B20類別）且無活躍結核病證據（胸部X光、痰涂片或PCR皆為陰性）。  
   1.3 治療計畫需包含完整療程（例如 4 個月 Isoniazid + Rifampicin 或 6 個月 Isoniazid），並經醫師簽署同意。  
   1.4 患者需於療程結束後提供「療程完成證明」並已完成所有必要的藥物安全監測（肝功能、肝酶、血常規等）。  

2. **應檢附文件**  
   2.1 潛伏結核感染診斷證明（醫囑或診斷書）。  
   2.2 第三階段治療計畫書（含療程長度、藥物種類、劑量及服藥指示）。  
   2.3 完整藥物處方單及每日服藥紀錄表。  
   2.4 肝功能檢驗報告（療程前、療程中及療程結束時）。  
   2.5 療程完成證明（含治療完成日期及醫師簽名）。  
   3.0 患者同意書與教育紀錄（包括藥物副作用、合併症監測及接種計畫）。  

3. **重複申報限制**  
   3.1 同一患者在同一完整療程中不得重複申報。  
   3.2 若患者因中斷治療（超過 3 個月）重新啟動療程，必須重新提交治療計畫與診斷證明，且申報須距上一次申報滿 12 個月。  
   3.3 任何重複申報均須附上醫師說明理由，並經審查委員會核准。  

4. **特殊注意事項**  
   4.1 必須在治療前完成胸部X光與結核菌檢驗，確保無活躍結核病。  
   4.2 在療程期間，醫師應定期監測肝功能，任何肝酶升高超過正常上限 3 倍時應即時調整或暫停治療。  
   4.3 患者需接受結核防疫教育，並在療程結束後向國民健康署報告療程結束與不良反應。  
   4.4 若患者在療程中出現嚴重不良反應或不遵從服藥，醫師應即時調整藥物或結束療程，並於申報時說明。  
   4.5 本項目僅適用於符合國家結核防治指南的潛伏結核感染患者，非活躍結核或非臨床適應症者不得申報。"
愛滋感染個案發現確診費,2000,1.執行院所提供愛滋檢驗服務，初步檢驗及確認檢驗結果資料，請透過健保資訊網服務系統(VPN)，於收到檢驗報告後一週內完成上傳，上傳格式詳附表二十六之二(一)。2.經初步檢驗陽性並經確認檢驗陽性且完成HIV法定傳染病通報作業流程者，方得申報。3.每位愛滋通報確診個案限申報一次。,20250101,29101231,,E7901C,"審查原則：  
① 只適用於已經有臨床適應症或已做篩檢且結果異常的個案；  
② 申報時須附檢驗報告（含檢驗單號、檢驗項目、結果、檢驗機構證明）並於病歷詳細記錄；  
③ 每位患者每年度僅能申報一次，除非醫師另有合理醫療判斷需重新確認；  
④ 若檢驗結果為陰性或未確認，則不予給付；  
⑤ 付款以表定標準計算，符合『全民健康保險醫療服務給付項目及支付標準』第二部第113/1/1條款。"
新收案個案管理照護費,1000,1.須為衛福部公告之人類免疫缺乏病毒指定醫事機構始得申報。2.輔導愛滋通報確診個案定期回診並遵醫囑服用抗愛滋病毒藥物，適用條件如下：(1)新服藥感染者：第一次接受治療及服藥之感染者。(2)重新服藥感染者：通報後曾有領藥紀錄，但本次領藥日回溯前五十二週(一年)未有領藥紀錄之中斷服藥之感染者。3.從第一次領藥日開始每月申報一次(以每4週，28日計)，至多申報三次，並請於領藥日起計算三十六週(9個月)內完成申報作業，如超過時限，則不得申報。惟如因民眾個人因素提前回診，基於醫事人員已提供個案管理照護服務，並參考「全民健康保險醫療辦法」，對於提前10日內，亦即距前次申報隔日起計算第18天起就醫者，得申報該次E7902C費用。4.須於病歷記載相關照護紀錄。,20250101,29101231,,E7902C,"審查原則  
- 需符合「新收案」定義：僅對首次接受個案管理服務的病患申報。  
- 服務提供者必須持有國家認證之個案管理資格（或同等專業資格）。  
- 服務內容須包含：初診評估、照護計畫制定、照護執行與跟進、成果評估，並於病歷中完整記錄。  
- 不能與其他個案管理相關項目重複申報；同一病患於同一期（90天）內僅允許一次申報。  
- 申報時須附新收案登記證明及照護計畫書。  
- 支付點數依《全民健康保險醫療服務給付項目及支付標準》第二部相關表格計算。"
追蹤個案管理照護費,350,1.須為衛福部公告之人類免疫缺乏病毒指定醫事機構始得申報。2.支付條件:(1)愛滋感染個案開始領藥日起算十二週(即申報三次E7902C)後，始得申報本項照護費，E7902C最後一次就醫日不得同E7903C第一次就醫日為同日。(2)執行院所應持續輔導其定期回診及服藥，且有個案完成領藥之紀錄(含慢性病連續處方箋)。3.每次申報間隔十二週(三個月)以上(以84日以上計算)。惟如因民眾個人因素提前回診，基於醫事人員已提供個案管理照護服務，並參考「全民健康保險醫療辦法」，對於提前10日內，亦即距前次申報隔日起計算第74天起就醫者，得申報該次E7903C費用。4.須於病歷記載相關照護紀錄。,20250101,29101231,,E7903C,"審查原則：  
E7903C 追蹤個案管理照護費僅適用於已參加慢性病個案管理計畫（如高血壓、糖尿病、COPD、慢性腎病、心衰、癌症等）且由具備相應專業資格的醫師／護理師／社工人員執行；每位病患每年最多可申報 12 次；申報時必須附上個案管理服務計畫書、訪談紀錄及照護進度表，並在病歷中詳細記錄照護內容；不得與其他個案管理費用重複申報；若未完成至少 4 次訪談，則給付比例調降。"
個案治療監測評估費,900,1.須為衛福部公告之人類免疫缺乏病毒指定醫事機構始得申報。2.每次申報間隔五十二週(一年，364日)以上。3.前述院所須提供愛滋感染個案醫療照護服務，並依「愛滋病檢驗及治療指引」建議時程進行相關檢驗(含CD4細胞數及病毒量檢驗值)。即一年至少檢驗(CD4細胞數及病毒量)二次以上，且須透過健保資訊網服務系統(VPN)，於收到檢驗報告一週內，透過「每日」上傳路徑完成上傳。上傳格式詳附表二十六之二(二)。4.須於病歷記載相關照護紀錄。,20250101,29101231,,E7904C,"(治療)E7904C - 個案治療監測評估費 審查原則：(2024‑06‑01)

1. 申報條件  
   a. 患者必須有確診之符合本項目適應症之疾病（如：慢性疼痛、慢性心衰、重症慢性阻塞性肺病等），且需經主治醫師評估並制定個案治療監測評估計畫。  
   b. 申報者必須為國民健康保險已登錄之醫療機構，且持續治療計畫為至少3個月之規劃。  
   c. 申報費用僅限於正式診療流程中，非自費或非實際執行之監測評估費用不得申報。

2. 應檢附文件  
   a. 《個案治療監測評估計畫書》（含診斷、治療目標、預期療效、評估項目與時間表）。  
   b. 《治療實施紀錄表》及每次評估完成之《療效評估表》或相應影像/檢查報告。  
   c. 患者本人或法定代理人簽署之知情同意書（如涉及重症治療、心理評估等）。  
   d. 主治醫師或主管醫師簽章的醫療報告，證明評估已完成且符合醫療指引。  
   e. 若申報之費用超過一年，需附上一份年度總結報告。

3. 重複申報限制  
   a. 每位患者每個醫療年度內，個案治療監測評估費之申報次數不得超過12次，且每次評估間隔不得少於7天。  
   b. 若同一項目於不同醫療機構申報，需先經「跨機構申報審核」並取得核准。  
   c. 如需延長療程，必須重新提交《個案治療監測評估計畫書》並說明延長原因及預期療效。

4. 特殊注意事項  
   a. 本項目不容同一診療行為重複申報，例如同一病程中的「影像檢查費」與「影像評估費」不能同時申報。  
   b. 若評估項目屬於多項同時進行的複合評估（如功能、疼痛、血壓同時評估），請在計畫書中分項列明並於評估報告中分項記錄，以確保審查透明。  
   c. 如患者因臨床突發情況需臨時調整評估頻率，需在診療紀錄中說明並附上醫師簽名。  
   d. 所有評估資料必須以電子檔或紙本存檔於醫院病歷系統，並於5個工作天內提交審查中心。  
   e. 本審查原則如需調整，將於本醫療保險局公告之規範文件中另行說明，並自公告日起即時生效。"
照護機構結核菌快速分子檢測費,2500,1.對於胸部X光異常或經症狀評估為疑似結核病者，進行結核菌快速分子檢測。2.本支付點數包含院所前往照護機構進行檢體採集、痰管及檢驗試劑、保存、運送、檢驗及報告上傳等作業。3.同一個案每三個月限申報一次，且不得重複申報12182C、12184C。,20250101,29101231,,E8001C,"依《全民健康保險醫療服務給付項目及支付標準》第二部，E8001C 為照護機構結核菌快速分子檢測費。  
申報條件：  
1. 需為照護機構，且符合結核菌快速分子檢測臨床適應症。  
2. 檢測必採用已核准之分子檢測技術（如 GeneXpert MTB/RIF 等），並於病歷中完整記錄檢體採集、檢測方法、檢測結果與相關評估。  
3. 病人須簽署同意書，並於病歷注明檢測目的與結果解釋。  
4. 支付點數依表定標準計算。  

無其他額外限制或特殊給付規定。"
照護機構潛伏結核感染檢驗評估費,100,1.用於確認是否符合接受潛伏結核感染檢驗資格及提供民眾衛教與評估。2.每人限申報一次，且不得重複申報E4003C。,20250101,29101231,,E8002C,"(檢查)E8002C - 照護機構潛伏結核感染檢驗評估費 審查原則：(2025/10/23 版 1.0)

1. 申報條件  
   ① 符合照護機構（長照院、老人院、精神病院等）高風險人員篩檢指標：  
   - 有接觸結核肺炎確診者或已知潛伏結核感染者之經歷；  
   - 長期照護對象為免疫功能低下者或年齡≥65歲者；  
   - 未確診活動性結核。  
   ② 必須由專科醫師評估同意並以 IGRA（QuantiFERON‑TB Gold）或 TST（Mantoux）為檢驗方法。

2. 應檢附文件  
   (a) 照護機構結核篩檢申請單（含申請醫師證明、被檢人資料、臨床適應症、預期檢驗方法）。  
   (b) 受檢人醫療紀錄（既往結核檢驗結果、接觸史、免疫狀況）。  
   (c) 實驗室檢驗報告：列示檢驗日期、方法、結果值、解釋與建議。  
   (d) IGRA 檢驗者，需附實驗室證明文件（檢驗批號、日期、儲存條件）。

3. 重複申報限制  
   (a) 同一個受檢人於同一醫療機構內不得於12個月內重複申報相同檢驗項目，除非有新的接觸史或臨床指示。  
   (b) 若前一次檢驗結果為陰性，則不允許再次申報。  
   (c) 若前一次檢驗結果為陽性且已開始或完成隱性感染治療，重複申報需於治療完成後至少6個月並經醫師重新評估後方可申報。

4. 特殊注意事項  
   (a) 本項目僅適用於照護機構，非個人住院或門診使用。  
   (b) 必須遵守《衛福部結核病防治法》及《衛福部國民健康署檢驗檢測作業標準》相關規範。  
   (c) 檢驗結果為陽性者，必須依規定完成隱性感染治療並於治療完成後的24小時內上傳報告，否則申報將被拒。  
   (d) 任何偽造、重複上傳報告或使用未授權實驗室檢驗，將被列入詐欺申報調查。"
照護機構潛伏結核感染檢驗費,3500,1.本支付點數包含院所前往照護機構進行檢體採集、採血管及檢驗試劑、保存、運送、檢驗及報告上傳等作業。2.每人限申報一次，且不得重複申報E4004C。3.另檢驗結果若為不確定，得以疾管署公費試劑再次檢驗，並申報E4004C。,20250101,29101231,,E8003C,"(檢查)E8003C - 照護機構潛伏結核感染檢驗費 審查原則：(112/8/1)  
1. 申報條件  
　a) 申請人必須為照護機構之居民、工作人員、照顧人員或其直系親屬，並符合以下任一適應症：  
　　(1) 已有結核病或結核傳染病史；  
　　(2) 與結核病患者有密切接觸史；  
　　(3) 免疫抑制（如慢性腎臟疾病、HIV感染、長期使用類固醇）或存在其他易感因素；  
　　(4) 照護機構為高危險環境（如長照院、老人院、托養中心）。  
　b) 必須由具備相關資格之醫師開立檢查申請單，並說明檢查之臨床必要性。  
　c) 申報醫院/診所須屬於國家醫療保險核准之檢驗機構，具備完成結核菌素皮膚試驗或IGRA檢驗之設備與人員。  

2. 應檢附文件  
　a) 醫師簽名之檢查申請單（含申請人基本資料、檢查適應症、醫師診斷說明）。  
　b) 受檢者 BCG 接種紀錄（如已接種）。  
　c) 檢驗報告（結核菌素皮膚試驗或IGRA 之結果、測試日期、結果解釋）。  
　d) 病歷摘要（若已進行相關疾病評估，需附上相關病歷紀錄）。  
　e) 照護機構核發之人員/居民名單或居住證明（如適用）。  

3. 重複申報限制  
　a) 同一受檢者每 6 個月內僅能申報一次潛伏結核感染檢驗；  
　b) 若因醫師判斷需追蹤檢驗，需附書面說明並提供前一次檢驗報告；  
　c) 若前一次檢驗結果為陰性且無新的高危險因素，無需重複申報；  
　d) 若前一次檢驗結果為陽性，後續檢驗須符合治療進度與醫師判斷。  

4. 特殊注意事項  
　a) BCG 接種後 5–10 年內進行 IGRA 之結果可能受影響，需於報告中註明；  
　b) 結果陽性時，需即時通報照護機構負責人，並由醫師進一步評估是否需要抗結核治療；  
　c) 結果陰性但受檢者存在明確高危險因素，仍應於 6 個月後重新檢測；  
　d) 檢驗報告必須以中文標準格式出具，並附有醫師解釋；  
　e) 所有檢驗資料須以病歷完整記錄，並於 14 個工作天內報送國健保局檢驗費用審查。"
照護機構潛伏結核感染治療評估費,100,1.用於確認是否符合接受潛伏結核感染治療資格及提供民眾衛教與評估。2.每人限申報一次，且不得重複申報E4005C。,20250101,29101231,,E8004C,"(治療)E8004C - 照護機構潛伏結核感染治療評估費 審查原則:(2025‑10‑23)

1. **申報條件**  
   1.1 申報者必須為符合《全民健康保險醫療服務給付項目》規定的照護機構（長照機構、老人之家、療養院等）。  
   1.2 病患須為經過結核菌感染測試（IGRA 或 TST）確診為潛伏結核感染，且胸部 X‑ray 或 CT 無活躍結核病灶。  
   1.3 需有醫師開立的潛伏結核感染治療計畫，並於本項目所屬療程期間進行評估。  
   1.4 評估必須在醫療服務期間內進行，且不得於同一療程期間重複申報。  

2. **應檢附文件**  
   2.1 病患的結核菌感染檢驗報告（IGRA/TST 及其結果說明）。  
   2.2 獲醫師簽署之潛伏結核感染治療計畫書（含藥物、劑量、療程長短）。  
   3.1 總劑量、每日服藥紀錄表（藥盒或電子藥物紀錄系統）。  
   3.2 肝功能檢驗報告（AST/ALT、總膽紅素）及必要時之其他相關檢查報告。  
   3.3 評估表格：藥物耐受性、合規性、腎功能、藥物不良反應等。  
   3.4 病歷摘要或評估備註，說明本次評估目的、結果與後續處置。  

3. **限制條件**  
   3.1 每位病患在同一潛伏結核感染療程內，評估費不得重複申報，且兩次評估間隔不得少於 30 天。  
   3.2 同一病患於一年內，最高可申報 6 次評估費。  
   3.3 若病患轉入或轉出照護機構，需以新機構醫師重新評估後方可申報。  

4. **特殊注意事項**  
   4.1 申報前必須確認病患無活躍結核病灶（胸部 X‑ray 或 CT 之陰性）。  
   4.2 若病患有肝功能不全、藥物相互作用或其他禁忌症，醫師需在評估表中註明並調整治療方案。  
   4.3 評估時應同時評估藥物耐受性（肝功能、腎功能）及藥物不良反應；如出現嚴重不良反應，應即停止治療並上報。  
   4.4 本項目僅覆蓋潛伏結核感染之評估，與活躍結核病的診斷、治療或化驗費用無關。  
   4.5 申報文件必須完整、正確，並於每次評估後 7 日內提交審核部門。  

以上審查原則依據《全民健康保險醫療服務給付項目》及《潛伏結核感染治療管理辦法》制定，請照護機構依規定執行。"
低收入戶＿普通膳食費（日）,170,依據衛生福利部114年11月11日衛部救字第1141363965號函，自115年起調整。,20260101,29101231,,F0002C,2.地區醫院(含)層級以下，且過去三個月內，平均每月每位護理人員訪視次數在三十人次(含)以下之院所，
